27	54	97	7	33	68	32	4	25	79	
7	27	33	54	97	68	32	4	25	79	
6	41	43	99	89	66	7	74	36	5	
6	41	43	99	89	66	7	74	36	5	
6	41	43	89	99	66	7	74	36	5	
6	41	43	89	99	66	7	74	36	5	
6	41	43	89	99	7	66	74	36	5	
6	41	43	89	99	7	66	74	36	5	
6	41	43	89	99	7	66	74	5	36	
6	41	43	89	99	5	7	36	66	74	
5	6	7	36	41	43	66	74	89	99	
19	86	59	75	30	24	40	5	23	93	
19	59	86	75	30	24	40	5	23	93	
19	59	86	30	75	24	40	5	23	93	
19	30	59	75	86	24	40	5	23	93	
19	30	59	75	86	24	40	5	23	93	
19	30	59	75	86	5	24	40	23	93	
19	30	59	75	86	5	24	40	23	93	
19	30	59	75	86	5	23	24	40	93	
5	19	23	24	30	40	59	75	86	93	
