89	91	67	35	31	29	47	25	42	70	
14	98	75	41	83	81	2	50	24	79	
14	75	98	41	83	81	2	50	24	79	
14	75	98	41	83	81	2	50	24	79	
14	41	75	83	98	81	2	50	24	79	
14	41	75	83	98	2	81	50	24	79	
14	41	75	83	98	2	50	81	24	79	
14	41	75	83	98	2	50	81	24	79	
14	41	75	83	98	2	24	50	79	81	
2	14	24	41	50	75	79	81	83	98	
32	45	19	53	25	60	27	54	24	4	
19	32	45	53	25	60	27	54	24	4	
19	32	45	25	53	60	27	54	24	4	
19	25	32	45	53	60	27	54	24	4	
19	25	32	45	53	27	60	54	24	4	
19	25	32	45	53	27	54	60	24	4	
19	25	32	45	53	27	54	60	4	24	
19	25	32	45	53	4	24	27	54	60	
4	19	24	25	27	32	45	53	54	60	
33	66	83	90	33	20	26	11	11	55	
33	66	83	90	33	20	26	11	11	55	
33	66	83	33	90	20	26	11	11	55	
33	33	66	83	90	20	26	11	11	55	
33	33	66	83	90	20	26	11	11	55	
33	33	66	83	90	11	20	26	11	55	
33	33	66	83	90	11	20	26	11	55	
33	33	66	83	90	11	11	20	26	55	
11	11	20	26	33	33	55	66	83	90	
34	66	10	31	67	61	17	87	57	24	
10	34	66	31	67	61	17	87	57	24	
10	34	66	31	67	61	17	87	57	24	
10	31	34	66	67	61	17	87	57	24	
10	31	34	66	67	17	61	87	57	24	
10	31	34	66	67	17	61	87	57	24	
10	31	34	66	67	17	61	87	24	57	
10	31	34	66	67	17	24	57	61	87	
10	17	24	31	34	57	61	66	67	87	
27	54	97	33	7	68	32	4	25	79	
27	54	97	33	7	68	32	4	25	79	
71	76	80	19	95	1	4	72	81	56	
71	76	80	19	95	1	4	72	81	56	
71	76	80	19	95	1	4	72	81	56	
19	71	76	80	95	1	4	72	81	56	
19	71	76	80	95	1	4	72	81	56	
19	71	76	80	95	1	4	72	81	56	
19	71	76	80	95	1	4	72	56	81	
19	71	76	80	95	1	4	56	72	81	
1	4	19	56	71	72	76	80	81	95	
34	92	59	25	80	60	75	4	99	78	
34	59	92	25	80	60	75	4	99	78	
34	59	92	25	80	60	75	4	99	78	
25	34	59	80	92	60	75	4	99	78	
25	34	59	80	92	60	75	4	99	78	
25	34	59	80	92	4	60	75	99	78	
25	34	59	80	92	4	60	75	78	99	
25	34	59	80	92	4	60	75	78	99	
4	25	34	59	60	75	78	80	92	99	
60	60	71	41	47	66	16	30	85	18	
60	60	71	41	47	66	16	30	85	18	
60	60	71	41	47	66	16	30	85	18	
41	47	60	60	71	66	16	30	85	18	
41	47	60	60	71	16	66	30	85	18	
41	47	60	60	71	16	30	66	85	18	
41	47	60	60	71	16	30	66	18	85	
41	47	60	60	71	16	18	30	66	85	
16	18	30	41	47	60	60	66	71	85	
0	30	57	28	80	15	64	15	36	90	
0	30	57	28	80	15	64	15	36	90	
0	30	57	28	80	15	64	15	36	90	
0	28	30	57	80	15	64	15	36	90	
0	28	30	57	80	15	64	15	36	90	
0	28	30	57	80	15	15	64	36	90	
0	28	30	57	80	15	15	64	36	90	
0	28	30	57	80	15	15	36	64	90	
0	15	15	28	30	36	57	64	80	90	
20	21	37	94	0	4	82	23	75	13	
20	21	37	94	0	4	82	23	75	13	
20	21	37	0	94	4	82	23	75	13	
0	20	21	37	94	4	82	23	75	13	
0	20	21	37	94	4	82	23	75	13	
0	20	21	37	94	4	23	82	75	13	
0	20	21	37	94	4	23	82	13	75	
0	20	21	37	94	4	13	23	75	82	
0	4	13	20	21	23	37	75	82	94	
23	54	41	95	32	99	62	9	45	29	
23	41	54	95	32	99	62	9	45	29	
23	41	54	32	95	99	62	9	45	29	
23	32	41	54	95	99	62	9	45	29	
23	32	41	54	95	62	99	9	45	29	
23	32	41	54	95	9	62	99	45	29	
23	32	41	54	95	9	62	99	29	45	
23	32	41	54	95	9	29	45	62	99	
9	23	29	32	41	45	54	62	95	99	
60	81	3	41	26	79	54	37	92	93	
3	60	81	41	26	79	54	37	92	93	
3	60	81	26	41	79	54	37	92	93	
3	26	41	60	81	79	54	37	92	93	
3	26	41	60	81	54	79	37	92	93	
3	26	41	60	81	37	54	79	92	93	
3	26	41	60	81	37	54	79	92	93	
3	26	41	60	81	37	54	79	92	93	
3	26	37	41	54	60	79	81	92	93	
